,test_acc,test_acc,edge_acc,edge_acc,shuffled_acc,shuffled_acc
,mean,std,mean,std,mean,std
kernel_size,,,,,,
3,99.89455647818636,0.14970102400949697,3.0,1.8027756377319946,43.5,6.06217782649107
5,99.68366943455912,0.11862396204033665,2.6666666666666665,1.4433756729740645,53.5,7.088723439378913
7,99.45960195070516,0.5596645247281479,3.0,1.8027756377319946,37.5,2.6457513110645907
